SEQ|Selection|Species|Author|Family|Genus|MatchType|Backbone|SID|scientificFinal|scientificNameAuthorship|taxonomicStatus|SynonymBackbone|SynonymSID|SpeciesWCUPS|MatchTypeWCUPS|BackboneWCUPS|SIDWCUPS
13371|GTS|Ulmus americana|L.|Ulmaceae|Ulmus|direct|WFO|wfo-0000417596|Ulmus americana|L.|ACCEPTED|""|""|Ulmus americana|direct|WFO|wfo-0000417596
13372|GTS|Ulmus crassifolia|Nutt.|Ulmaceae|Ulmus|direct|WFO|wfo-0001143152|Ulmus crassifolia|Nutt.|ACCEPTED|""|""|Ulmus crassifolia|direct|WFO|wfo-0001143152
13373|GTS|Ulmus davidiana|Planch.|Ulmaceae|Ulmus|direct|WFO|wfo-0001143139|Ulmus davidiana|Planch.|ACCEPTED|""|""|Ulmus davidiana|direct|WFO|wfo-0001143139
13374|GTS|Ulmus glabra|Huds.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416717|Ulmus glabra|Huds.|ACCEPTED|""|""|Ulmus glabra|direct|WFO|wfo-0000416717
13375|GTS|Ulmus laciniata|(Herder) Mayr ex Schwapp.|Ulmaceae|Ulmus|direct|WFO|wfo-0001143217|Ulmus laciniata|Mayr|ACCEPTED|""|""|Ulmus laciniata|direct|WFO|wfo-0001143217
13376|GTS|Ulmus laevis|Pall.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416715|Ulmus laevis|Pall.|ACCEPTED|""|""|Ulmus laevis|direct|WFO|wfo-0000416715
13377|GTS|Ulmus macrocarpa|Hance|Ulmaceae|Ulmus|direct|WFO|wfo-0001143218|Ulmus macrocarpa|Hance|ACCEPTED|""|""|Ulmus macrocarpa|direct|WFO|wfo-0001143218
13378|GTS|Ulmus mexicana|(Liebm.) Planch.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416676|Ulmus mexicana|Planch.|ACCEPTED|""|""|Ulmus mexicana|direct|WFO|wfo-0000416676
13379|GTS|Ulmus minor|Mill.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416674|Ulmus minor|Mill.|ACCEPTED|""|""|Ulmus minor|direct|WFO|wfo-0000416674
13380|GTS|Ulmus parvifolia|Jacq.|Ulmaceae|Ulmus|direct|WFO|wfo-0001143143|Ulmus parvifolia|Jacq.|ACCEPTED|""|""|Ulmus parvifolia|direct|WFO|wfo-0001143143
13381|GTS|Ulmus pumila|L.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416815|Ulmus pumila|L.|ACCEPTED|""|""|Ulmus pumila|direct|WFO|wfo-0000416815
13382|GTS|Ulmus rubra|Muhl.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416800|Ulmus rubra|Muhl.|ACCEPTED|""|""|Ulmus rubra|direct|WFO|wfo-0000416800
13383|GTS|Ulmus thomasii|Sarg.|Ulmaceae|Ulmus|direct|WFO|wfo-0000416829|Ulmus thomasii|Sarg.|ACCEPTED|""|""|Ulmus thomasii|direct|WFO|wfo-0000416829
13384|GTS|Ulmus villosa|Brandis ex Gamble|Ulmaceae|Ulmus|direct|WFO|wfo-0001284765|Ulmus wallichiana|Planch.|ACCEPTED|WFO|wfo-0001284764|Ulmus wallichiana|direct|WFO|wfo-0001284765
13385|GTS|Ulmus wallichiana|Planch.|Ulmaceae|Ulmus|direct|WFO|wfo-0001284765|Ulmus wallichiana|Planch.|ACCEPTED|""|""|Ulmus wallichiana|direct|WFO|wfo-0001284765
13386|GTS|Umbellularia californica|(Hook. & Arn.) Nutt.|Lauraceae|Umbellularia|direct|WFO|wfo-0001071259|Umbellularia californica|(Hook. & Arn.) Nutt.|ACCEPTED|""|""|Umbellularia californica|direct|WFO|wfo-0001071259
13387|GTS|Umtiza listerana|Sim|Fabaceae|Umtiza|manual|WFO|wfo-0000171267|Umtiza listeriana|Sim|ACCEPTED|""|""|Umtiza listeriana|direct|WFO|wfo-0000171267
13388|GTS|Uncaria sinensis|(Oliv.) Havil.|Rubiaceae|Uncaria|direct|WFO|wfo-0000329322|Uncaria sinensis|Havil.|ACCEPTED|""|""|Uncaria sinensis|direct|WFO|wfo-0000329322
13389|GTS|Uncaria sterrophylla|Merr. & L.M.Perry|Rubiaceae|Uncaria|direct|WFO|wfo-0000329325|Uncaria sterrophylla|Merr. & L.M.Perry|ACCEPTED|""|""|Uncaria sterrophylla|direct|WFO|wfo-0000329325
13390|GTS|Uncarina stellulifera|Humbert|Pedaliaceae|Uncarina|direct|WFO|wfo-0001091426|Uncarina stellulifera|Humbert|ACCEPTED|""|""|Uncarina stellulifera|direct|WFO|wfo-0001091426
13391|GTS|Ungnadia speciosa|Endl.|Sapindaceae|Ungnadia|direct|WFO|wfo-0001134889|Ungnadia speciosa|Endl.|ACCEPTED|""|""|Ungnadia speciosa|direct|WFO|wfo-0001134889
13392|GTS|Unonopsis floribunda|Diels|Annonaceae|Unonopsis|direct|WFO|wfo-0001065727|Unonopsis floribunda|Diels|ACCEPTED|""|""|Unonopsis floribunda|direct|WFO|wfo-0001065727
13393|GTS|Unonopsis guatterioides|(A.DC.) R.E.Fr.|Annonaceae|Unonopsis|direct|WFO|wfo-0000415813|Unonopsis guatterioides|(A.DC.) R.E.Fr.|ACCEPTED|""|""|Unonopsis guatterioides|direct|WFO|wfo-0000415813
13394|GTS|Unonopsis rufescens|(Baill.) R.E. Fr.|Annonaceae|Unonopsis|direct|WFO|wfo-0001065736|Unonopsis rufescens|(Baill.) R.E.Fr.|ACCEPTED|""|""|Unonopsis rufescens|direct|WFO|wfo-0001065736
13395|GTS|Unonopsis spectabilis|Diels|Annonaceae|Unonopsis|direct|WFO|wfo-0000415805|Unonopsis spectabilis|Diels|ACCEPTED|""|""|Unonopsis spectabilis|direct|WFO|wfo-0000415805
13396|GTS|Unonopsis veneficiorum|(Mart.) R.E.Fr.|Annonaceae|Unonopsis|direct|WFO|wfo-0001065867|Unonopsis veneficiorum|(Mart.) R.E.Fr.|ACCEPTED|""|""|Unonopsis veneficiorum|direct|WFO|wfo-0001065867
13397|GTS|Urera baccifera|(L.) Gaudich. ex Wedd.|Urticaceae|Urera|direct|WFO|wfo-0000416780|Urera baccifera|(L.) Gaudich.|ACCEPTED|""|""|Urera baccifera|direct|WFO|wfo-0000416780
13398|GTS|Urera caracasana|(Jacq.) Gaudich. ex Griseb.|Urticaceae|Urera|direct|WFO|wfo-0000416547|Urera caracasana|(Jacq.) Gaudich. ex Griseb.|ACCEPTED|""|""|Urera caracasana|direct|WFO|wfo-0000416547
13399|GTS|Urera laciniata|Wedd.|Urticaceae|Urera|direct|WFO|wfo-0000416565|Urera laciniata|Wedd.|ACCEPTED|""|""|Urera laciniata|direct|WFO|wfo-0000416565
13400|GTS|Urera mannii|(Wedd.) Benth. & Hook.f. ex Rendle|Urticaceae|Urera|direct|WFO|wfo-0000417900|Urera mannii|(Wedd.) Benth. & Hook.f. ex Rendle|ACCEPTED|""|""|Urera mannii|direct|WFO|wfo-0000417900
13401|GTS|Urobotrya congolana|(Baill.) Hiepko|Opiliaceae|Urobotrya|direct|WFO|wfo-0000417618|Urobotrya congolana|(Baill.) Hiepko|ACCEPTED|""|""|Urobotrya congolana|direct|WFO|wfo-0000417618
13402|GTS|Urophyllum arboreum|(Reinw. ex Blume) Korth.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330569|Urophyllum arboreum|(Reinw.) Korth.|ACCEPTED|""|""|Urophyllum arboreum|direct|WFO|wfo-0000330569
13403|GTS|Urophyllum blumeanum|(Wight) Hook.f.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330578|Urophyllum blumeanum|Hook.f.|ACCEPTED|""|""|Urophyllum blumeanum|direct|WFO|wfo-0000330578
13404|GTS|Urophyllum corymbosum|(Blume) Korth.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330605|Urophyllum corymbosum|(Blume) Korth.|ACCEPTED|""|""|Urophyllum corymbosum|direct|WFO|wfo-0000330605
13405|GTS|Urophyllum enneandrum|(Wight) Ridl.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330617|Urophyllum enneandrum|(Wight) Ridl.|ACCEPTED|""|""|Urophyllum enneandrum|direct|WFO|wfo-0000330617
13406|GTS|Urophyllum hirsutum|(Wight) Hook.f.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330635|Urophyllum hirsutum|Hook.f.|ACCEPTED|""|""|Urophyllum hirsutum|direct|WFO|wfo-0000330635
13407|GTS|Urophyllum macrophyllum|(Blume) Korth.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330663|Urophyllum macrophyllum|(Blume) Korth.|ACCEPTED|""|""|Urophyllum macrophyllum|direct|WFO|wfo-0000330663
13408|GTS|Urophyllum nigricans|Wernham|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330679|Urophyllum nigricans|Wernham|ACCEPTED|""|""|Urophyllum nigricans|direct|WFO|wfo-0000330679
13409|GTS|Urophyllum streptopodium|Wall. ex Hook.f.|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330718|Urophyllum streptopodium|Wall.|ACCEPTED|""|""|Urophyllum streptopodium|direct|WFO|wfo-0000330718
13410|GTS|Urophyllum trifurcum|H.Pearson ex King|Rubiaceae|Urophyllum|direct|WFO|wfo-0000330733|Urophyllum trifurcum|H.Pearson ex King|ACCEPTED|""|""|Urophyllum trifurcum|direct|WFO|wfo-0000330733
13411|GTS|Utania maingayi|(C.B.Clarke) Sugumaran|Gentianaceae|Utania|direct|WFO|wfo-0001339929|Utania maingayi|(C.B.Clarke) Sugumaran|ACCEPTED|""|""|Utania maingayi|direct|WFO|wfo-0001339929
13412|GTS|Utania racemosa|(Jack) Sugumaran|Gentianaceae|Utania|direct|WFO|wfo-0001339931|Utania racemosa|(Jack) Sugumaran|ACCEPTED|""|""|Utania racemosa|direct|WFO|wfo-0001339931
13413|GTS|Utania spicata|(Baker) K.M.Wong, Sugumaran & Sugau|Gentianaceae|Utania|direct|WFO|wfo-0001339299|Utania spicata|(Baker) K.M.Wong, Sugumaran & Sugau|ACCEPTED|""|""|Utania spicata|direct|WFO|wfo-0001339299
13414|GTS|Uvaria acuminata|Oliv.|Annonaceae|Uvaria|direct|WFO|wfo-0001065775|Uvaria acuminata|Oliv.|ACCEPTED|""|""|Uvaria acuminata|direct|WFO|wfo-0001065775
13415|GTS|Uvaria afzelii|Scott Elliot|Annonaceae|Uvaria|direct|WFO|wfo-0001066514|Uvaria afzelii|Scott Elliot|ACCEPTED|""|""|Uvaria afzelii|direct|WFO|wfo-0001066514
13416|GTS|Uvaria angolensis|Welw. ex Oliv.|Annonaceae|Uvaria|direct|WFO|wfo-0000415894|Uvaria angolensis|Welw. ex Oliv.|ACCEPTED|""|""|Uvaria angolensis|direct|WFO|wfo-0000415894
13417|GTS|Uvaria leptocladon|Oliv.|Annonaceae|Uvaria|direct|WFO|wfo-0000416348|Uvaria leptocladon|Oliv.|ACCEPTED|""|""|Uvaria leptocladon|direct|WFO|wfo-0000416348
13418|GTS|Uvaria ovata|(Vahl ex DC.) Hook.f. & Benth.|Annonaceae|Uvaria|direct|WFO|wfo-0000416439|Uvaria ovata|(DC.) Hook.f.|ACCEPTED|""|""|Uvaria ovata|direct|WFO|wfo-0000416439
13419|GTS|Uvaria pandensis|Verdc.|Annonaceae|Uvaria|direct|WFO|wfo-0001066200|Uvaria pandensis|Verdc.|ACCEPTED|""|""|Uvaria pandensis|direct|WFO|wfo-0001066200
13420|GTS|Uvaria siamensis|(Scheff.) L.L.Zhou, Y.C.F.Su & R.M.K.Saunders|Annonaceae|Uvaria|direct|WFO|wfo-0000744968|Uvaria siamensis|(Scheff.) L.L.Zhou, Y.C.F.Su & R.M.K.Saunders|ACCEPTED|""|""|Uvaria siamensis|direct|WFO|wfo-0000744968
13421|GTS|Uvariastrum hexaloboides|(R.E.Fr.) R.E.Fr. ex N.Robson|Annonaceae|Uvariastrum|direct|WFO|wfo-0001066244|Uvariastrum hexaloboides|(R.E.Fr.) R.E.Fr.|ACCEPTED|""|""|Uvariastrum hexaloboides|direct|WFO|wfo-0001066244
13422|GTS|Uvariastrum pierreanum|Engl.|Annonaceae|Uvariastrum|direct|WFO|wfo-0000416294|Uvariastrum pierreanum|Engl. & Diels|ACCEPTED|""|""|Uvariastrum pierreanum|direct|WFO|wfo-0000416294
13423|GTS|Uvariopsis guineensis|Keay|Annonaceae|Uvariopsis|direct|WFO|wfo-0001066161|Uvariopsis guineensis|Keay|ACCEPTED|""|""|Uvariopsis guineensis|direct|WFO|wfo-0001066161
13424|GTS|Uvariopsis solheidii|(De Wild.) Robyns & Ghesq.|Annonaceae|Uvariopsis|direct|WFO|wfo-0000416310|Uvariopsis solheidii|(De Wild.) Robyns & Ghesq.|ACCEPTED|""|""|Uvariopsis solheidii|direct|WFO|wfo-0000416310
13425|GTS|Uvariopsis tripetala|(Baker f.) G.E. Schatz|Annonaceae|Uvariopsis|direct|WFO|wfo-0001270576|Uvariopsis tripetala|(Baker f.) G.E.Schatz|ACCEPTED|""|""|Uvariopsis tripetala|direct|WFO|wfo-0001270576
13426|GTS|Vaccinium arboreum|Marshall|Ericaceae|Vaccinium|direct|WFO|wfo-0001047661|Vaccinium arboreum|Marshall|ACCEPTED|""|""|Vaccinium arboreum|direct|WFO|wfo-0001047661
13427|GTS|Vaccinium bracteatum|Thunb.|Ericaceae|Vaccinium|direct|WFO|wfo-0001048436|Vaccinium bracteatum|Thunb.|ACCEPTED|""|""|Vaccinium bracteatum|direct|WFO|wfo-0001048436
13428|GTS|Vaccinium cylindraceum|Sm.|Ericaceae|Vaccinium|direct|WFO|wfo-0000423051|Vaccinium cylindraceum|Sm.|ACCEPTED|""|""|Vaccinium cylindraceum|direct|WFO|wfo-0000423051
13429|GTS|Vaccinium exaristatum|Kurz|Ericaceae|Vaccinium|direct|WFO|wfo-0001048496|Vaccinium exaristatum|Kurz|ACCEPTED|""|""|Vaccinium exaristatum|direct|WFO|wfo-0001048496
13430|GTS|Vaccinium exul|Bolus|Ericaceae|Vaccinium|direct|WFO|wfo-0001047245|Vaccinium exul|Bolus|ACCEPTED|""|""|Vaccinium exul|direct|WFO|wfo-0001047245
13431|GTS|Vaccinium floribundum|Kunth|Ericaceae|Vaccinium|direct|WFO|wfo-0000423008|Vaccinium floribundum|Kunth|ACCEPTED|""|""|Vaccinium floribundum|direct|WFO|wfo-0000423008
13432|GTS|Vaccinium littoreum|Miq.|Ericaceae|Vaccinium|direct|WFO|wfo-0000422248|Vaccinium littoreum|Miq.|UNCHECKED|""|""|Vaccinium littoreum|direct|WFO|wfo-0000422248
13433|GTS|Vaccinium meridionale|Sw.|Ericaceae|Vaccinium|direct|WFO|wfo-0000422197|Vaccinium meridionale|Sw.|ACCEPTED|""|""|Vaccinium meridionale|direct|WFO|wfo-0000422197
13434|GTS|Vaccinium varingiifolium|Miq.|Ericaceae|Vaccinium|direct|WFO|wfo-0000422439|Vaccinium varingiifolium|(Blume) Miq.|UNCHECKED|""|""|Vaccinium varingiifolium|direct|WFO|wfo-0000422439
13435|GTS|Vachellia abyssinica|(Hochst. ex Benth.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336820|Vachellia abyssinica|(Hochst. ex Benth.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia abyssinica|direct|WFO|wfo-0001336820
13436|GTS|Vachellia albicorticata|(Burkart) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277402|Vachellia albicorticata|(Burkart) Seigler & Ebinger|ACCEPTED|""|""|Vachellia albicorticata|direct|WFO|wfo-0001277402
13437|GTS|Vachellia amythethophylla|(Steud. ex A.Rich.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336824|Vachellia amythethophylla|(Steud. ex A.Rich.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia amythethophylla|direct|WFO|wfo-0001336824
13438|GTS|Vachellia ancistroclada|(Brenan) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336827|Vachellia ancistroclada|(Brenan) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia ancistroclada|direct|WFO|wfo-0001336827
13439|GTS|Vachellia arenaria|(Schinz) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336830|Vachellia arenaria|(Schinz) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia arenaria|direct|WFO|wfo-0001336830
13440|GTS|Vachellia aroma|(Gillies ex Hook. & Arn.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277405|Vachellia aroma|(Gillies ex Hook. & Arn.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia aroma|direct|WFO|wfo-0001277405
13441|GTS|Vachellia astringens|(Gillies ex Hook. & Arn.) Speg.|Fabaceae|Vachellia|direct|WFO|wfo-0001050879|Vachellia astringens|(Gillies ex Hook. & Arn.) Speg.|ACCEPTED|""|""|Vachellia astringens|direct|WFO|wfo-0001050879
13442|GTS|Vachellia bidwillii|(Benth.) Kodela|Fabaceae|Vachellia|direct|WFO|wfo-0001278362|Vachellia bidwillii|(Benth.) Kodela|ACCEPTED|""|""|Vachellia bidwillii|direct|WFO|wfo-0001278362
13443|GTS|Vachellia bussei|(Harms ex Y.Sjöstedt) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336836|Vachellia bussei|(Harms ex Y.Sjöstedt) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia bussei|direct|WFO|wfo-0001336836
13444|GTS|Vachellia campeachiana|(Mill.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277415|Vachellia campeachiana|(Mill.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia campeachiana|direct|WFO|wfo-0001277415
13445|GTS|Vachellia caven|(Molina) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277418|Vachellia caven|(Molina) Seigler & Ebinger|ACCEPTED|""|""|Vachellia caven|direct|WFO|wfo-0001277418
13446|GTS|Vachellia choriophylla|(Benth.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277421|Vachellia choriophylla|(Benth.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia choriophylla|direct|WFO|wfo-0001277421
13447|GTS|Vachellia constricta|(Benth.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277423|Vachellia constricta|(Benth.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia constricta|direct|WFO|wfo-0001277423
13448|GTS|Vachellia cookii|(Saff.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277424|Vachellia cookii|(Saff.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia cookii|direct|WFO|wfo-0001277424
13449|GTS|Vachellia cornigera|(L.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277425|Vachellia cornigera|(L.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia cornigera|direct|WFO|wfo-0001277425
13450|GTS|Vachellia drepanolobium|(Harms ex Y.Sjöstedt) P.J.H.Hurter|Fabaceae|Vachellia|direct|WFO|wfo-0001284772|Vachellia drepanolobium|(Harms ex Y.Sjöstedt) P.J.H.Hurter|ACCEPTED|""|""|Vachellia drepanolobium|direct|WFO|wfo-0001284772
13451|GTS|Vachellia eburnea|(L. f.) P.J.H. Hurter & Mabb.|Fabaceae|Vachellia|direct|WFO|wfo-0001284773|Vachellia eburnea|(L.f.) P.J.H.Hurter & Mabb.|ACCEPTED|""|""|Vachellia eburnea|direct|WFO|wfo-0001284773
13452|GTS|Vachellia elatior|(Brenan) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336843|Vachellia elatior|(Brenan) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia elatior|direct|WFO|wfo-0001336843
13453|GTS|Vachellia erioloba|(E.Mey.) P.J.H.Hurter|Fabaceae|Vachellia|direct|WFO|wfo-0001284774|Vachellia erioloba|(E.Mey.) P.J.H.Hurter|ACCEPTED|""|""|Vachellia erioloba|direct|WFO|wfo-0001284774
13454|GTS|Vachellia erythrophloea|(Brenan) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336844|Vachellia erythrophloea|(Brenan) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia erythrophloea|direct|WFO|wfo-0001336844
13455|GTS|Vachellia etbaica|(Schweinf.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336845|Vachellia etbaica|(Schweinf.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia etbaica|direct|WFO|wfo-0001336845
13456|GTS|Vachellia farnesiana|(L.) Wight & Arn.|Fabaceae|Vachellia|direct|WFO|wfo-0000182273|Vachellia farnesiana|(L.) Wight & Arn.|ACCEPTED|""|""|Vachellia farnesiana|direct|WFO|wfo-0000182273
13457|GTS|Vachellia fischeri|(Harms) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336847|Vachellia fischeri|(Harms) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia fischeri|direct|WFO|wfo-0001336847
13458|GTS|Vachellia flava|(Forssk.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336848|Vachellia flava|(Forssk.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia flava|direct|WFO|wfo-0001336848
13459|GTS|Vachellia gerrardii|(Benth.) P.J.H.Hurter|Fabaceae|Vachellia|direct|WFO|wfo-0001284775|Vachellia gerrardii|(Benth.) P.J.H.Hurter|ACCEPTED|""|""|Vachellia gerrardii|direct|WFO|wfo-0001284775
13460|GTS|Vachellia grandicornuta|(Gerstner) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0000745797|Vachellia grandicornuta|(Gerstner) Seigler & Ebinger|ACCEPTED|""|""|Vachellia grandicornuta|direct|WFO|wfo-0000745797
13461|GTS|Vachellia gummifera|(Willd.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336849|Vachellia gummifera|(Willd.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia gummifera|direct|WFO|wfo-0001336849
13462|GTS|Vachellia haematoxylon|(Willd.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0000745798|Vachellia haematoxylon|(Willd.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia haematoxylon|direct|WFO|wfo-0000745798
13463|GTS|Vachellia hebeclada|(DC.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336850|Vachellia hebeclada|(DC.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia hebeclada|direct|WFO|wfo-0001336850
13464|GTS|Vachellia hindsii|(Benth.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277438|Vachellia hindsii|(Benth.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia hindsii|direct|WFO|wfo-0001277438
13465|GTS|Vachellia hockii|(De Wild.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0000745799|Vachellia hockii|(De Wild.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia hockii|direct|WFO|wfo-0000745799
13466|GTS|Vachellia horrida|(L.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336851|Vachellia horrida|(L.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia horrida|direct|WFO|wfo-0001336851
13467|GTS|Vachellia jacquemontii|(Benth.) Ali|Fabaceae|Vachellia|direct|WFO|wfo-0001338709|Vachellia jacquemontii|(Benth.) Ali|ACCEPTED|""|""|Vachellia jacquemontii|direct|WFO|wfo-0001338709
13468|GTS|Vachellia karroo|(Hayne) Banfi & Galasso|Fabaceae|Vachellia|direct|WFO|wfo-0000510579|Vachellia karroo|(Hayne) Banfi & Galasso|ACCEPTED|""|""|Vachellia karroo|direct|WFO|wfo-0000510579
13469|GTS|Vachellia kirkii|(Oliv.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336852|Vachellia kirkii|(Oliv.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia kirkii|direct|WFO|wfo-0001336852
13470|GTS|Vachellia lahai|(Steud. & Hochst. ex Benth.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336856|Vachellia lahai|(Steud. & Hochst. ex Benth.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia lahai|direct|WFO|wfo-0001336856
13471|GTS|Vachellia leucophloea|(Roxb.) Maslin, Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001337094|Vachellia leucophloea|(Roxb.) Maslin, Seigler & Ebinger|ACCEPTED|""|""|Vachellia leucophloea|direct|WFO|wfo-0001337094
13472|GTS|Vachellia leucospira|(Brenan) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336860|Vachellia leucospira|(Brenan) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia leucospira|direct|WFO|wfo-0001336860
13473|GTS|Vachellia luederitzii|(Engl.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336861|Vachellia luederitzii|(Engl.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia luederitzii|direct|WFO|wfo-0001336861
13474|GTS|Vachellia macracantha|(Humb. & Bonpl. ex Willd.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277441|Vachellia macracantha|(Humb. & Bonpl. ex Willd.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia macracantha|direct|WFO|wfo-0001277441
13475|GTS|Vachellia malacocephala|(Harms) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336864|Vachellia malacocephala|(Harms) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia malacocephala|direct|WFO|wfo-0001336864
13476|GTS|Vachellia nebrownii|(Burtt Davy) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0000745800|Vachellia nebrownii|(Burtt Davy) Seigler & Ebinger|ACCEPTED|""|""|Vachellia nebrownii|direct|WFO|wfo-0000745800
13477|GTS|Vachellia negrii|(Pic.Serm.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336868|Vachellia negrii|(Pic.Serm.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia negrii|direct|WFO|wfo-0001336868
13478|GTS|Vachellia nilotica|(L.) P.J.H.Hurter & Mabb.|Fabaceae|Vachellia|direct|WFO|wfo-0001284776|Vachellia nilotica|(L.) P.J.H.Hurter & Mabb.|ACCEPTED|""|""|Vachellia nilotica|direct|WFO|wfo-0001284776
13479|GTS|Vachellia oerfota|(Forssk.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336870|Vachellia oerfota|(Forssk.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia oerfota|direct|WFO|wfo-0001336870
13480|GTS|Vachellia paolii|(Chiov.) Kyal. & Boatwr.|Fabaceae|Vachellia|direct|WFO|wfo-0001336872|Vachellia paolii|(Chiov.) Kyal. & Boatwr.|ACCEPTED|""|""|Vachellia paolii|direct|WFO|wfo-0001336872
13481|GTS|Vachellia pennatula|(Schltdl. & Cham.) Seigler & Ebinger|Fabaceae|Vachellia|direct|WFO|wfo-0001277447|Vachellia pennatula|(Schltdl. & Cham.) Seigler & Ebinger|ACCEPTED|""|""|Vachellia pennatula|direct|WFO|wfo-0001277447
